exp_name,exp_dir,timestamp,mode,fusion_method,feature_mode,duration,pretrained_model,best_val_eer,best_val_mindcf,epochs_trained,total_train_time_sec,total_train_loop_time_sec,total_val_time_sec,avg_train_epoch_time_sec,avg_val_epoch_time_sec,gflops_per_sample,gflops_total,peak_gpu_memory_allocated_mb,peak_gpu_memory_reserved_mb,total_params,trainable_params,total_param_memory_mb,trainable_param_memory_mb,includes_pretrained_backbone_params,pretrained_backbone_param_source,pretrained_backbone_params,pretrained_backbone_trainable_params,pretrained_backbone_param_memory_mb,pretrained_backbone_trainable_param_memory_mb
Mode3_concat_train_raw_hubert_pitch_only_bdrop0p3_aug_aam_B_augOn_ap0p2_fn0p005_en0p002_m0p25_s30,./outputs\experiments_final\Mode3_concat_train_raw_hubert_pitch_only_bdrop0p3_aug_aam_B_augOn_ap0p2_fn0p005_en0p002_m0p25_s30,2026-05-04T06:16:25.856107,3,concat,pitch_only,train_raw,hubert,9.419999999999998,0.44829999999999925,11,1407.616300099995,1320.1339359999984,86.71313429998554,120.01217599999985,7.883012209089594,0.0112193310234375,31861.194768246936,9829.1201171875,13416.0,106907713,12227137,407.82056045532227,46.642826080322266,True,estimated_from_precomputed:hubert_base,94680576,0,361.177734375,0.0
Mode3_concat_train_raw_wav2vec2_fbank_only_bdrop0p3_aug_aam_B_augOn_ap0p2_fn0p005_en0p002_m0p25_s30,./outputs\experiments_final\Mode3_concat_train_raw_wav2vec2_fbank_only_bdrop0p3_aug_aam_B_augOn_ap0p2_fn0p005_en0p002_m0p25_s30,2026-05-05T09:46:33.558290,3,concat,fbank_only,train_raw,wav2vec2,9.919999999999998,0.4818000000000003,9,1284.1829927999934,1198.4815919999965,85.04597169999033,133.16462133333295,9.449552411110037,0.0112193310234375,26068.25026492931,9944.84619140625,13946.0,107372865,12328257,409.59497451782227,47.028568267822266,True,estimated_from_precomputed:wav2vec2_base,95044608,0,362.56640625,0.0
Mode3_concat_train_raw_wav2vec2_fbank_pitch_bdrop0p3_aug_aam_B_augOn_ap0p2_fn0p005_en0p002_m0p25_s30,./outputs\experiments_final\Mode3_concat_train_raw_wav2vec2_fbank_pitch_bdrop0p3_aug_aam_B_augOn_ap0p2_fn0p005_en0p002_m0p25_s30,2026-05-05T13:45:16.451660,3,concat,fbank_pitch,train_raw,wav2vec2,9.719999999999999,0.4774000000000007,9,1395.8694801000001,1304.679845700001,90.56045390000054,144.9644273000001,10.062272655555615,0.0112193310234375,26068.25026492931,9943.06494140625,13786.0,107374145,12329537,409.59985733032227,47.033451080322266,True,estimated_from_precomputed:wav2vec2_base,95044608,0,362.56640625,0.0
Mode3_concat_train_raw_wav2vec2_mfbe_only_bdrop0p3_aug_aam_B_augOn_ap0p2_fn0p005_en0p002_m0p25_s30,./outputs\experiments_final\Mode3_concat_train_raw_wav2vec2_mfbe_only_bdrop0p3_aug_aam_B_augOn_ap0p2_fn0p005_en0p002_m0p25_s30,2026-05-05T02:29:15.057479,3,concat,mfbe_only,train_raw,wav2vec2,10.629999999999997,0.4619999999999991,11,2721.7497125999944,2579.4009538000246,141.2730838000134,234.49099580000222,12.843007618183037,0.0112193310234375,31861.194768246936,9933.02294921875,13948.0,107372865,12328257,409.59497451782227,47.028568267822266,True,estimated_from_precomputed:wav2vec2_base,95044608,0,362.56640625,0.0
Mode3_concat_train_raw_wav2vec2_mfbe_pitch_bdrop0p3_aug_aam_B_augOn_ap0p2_fn0p005_en0p002_m0p25_s30,./outputs\experiments_final\Mode3_concat_train_raw_wav2vec2_mfbe_pitch_bdrop0p3_aug_aam_B_augOn_ap0p2_fn0p005_en0p002_m0p25_s30,2026-05-05T07:43:56.476629,3,concat,mfbe_pitch,train_raw,wav2vec2,9.030000000000001,0.4456999999999997,13,3301.627777400019,3133.2896910999843,166.95925030004582,241.02228393076803,12.843019253849679,0.0112193310234375,37654.13927156456,9939.34375,13630.0,107374145,12329537,409.59985733032227,47.033451080322266,True,estimated_from_precomputed:wav2vec2_base,95044608,0,362.56640625,0.0
Mode3_concat_train_raw_wav2vec2_mfcc_only_bdrop0p3_aug_aam_B_augOn_ap0p2_fn0p005_en0p002_m0p25_s30,./outputs\experiments_final\Mode3_concat_train_raw_wav2vec2_mfcc_only_bdrop0p3_aug_aam_B_augOn_ap0p2_fn0p005_en0p002_m0p25_s30,2026-05-05T05:09:57.120097,3,concat,mfcc_only,train_raw,wav2vec2,9.740000000000002,0.5059000000000006,9,1245.0185457000043,1164.262890700018,80.1064734000247,129.3625434111131,8.90071926666941,0.0112193310234375,26068.25026492931,9983.07080078125,13628.0,107321665,12277057,409.39966201782227,46.833255767822266,True,estimated_from_precomputed:wav2vec2_base,95044608,0,362.56640625,0.0
Mode3_concat_train_raw_wav2vec2_mfcc_pitch_bdrop0p3_aug_aam_B_augOn_ap0p2_fn0p005_en0p002_m0p25_s30,./outputs\experiments_final\Mode3_concat_train_raw_wav2vec2_mfcc_pitch_bdrop0p3_aug_aam_B_augOn_ap0p2_fn0p005_en0p002_m0p25_s30,2026-05-05T08:35:57.020464,3,concat,mfcc_pitch,train_raw,wav2vec2,10.229999999999997,0.5289999999999992,9,1256.343793100008,1169.3774192999408,86.1147961000097,129.9308243666601,9.568310677778856,0.0112193310234375,26068.25026492931,9913.3984375,13944.0,107322945,12278337,409.40454483032227,46.838138580322266,True,estimated_from_precomputed:wav2vec2_base,95044608,0,362.56640625,0.0
Mode3_concat_train_raw_wav2vec2_pitch_only_bdrop0p3_aug_aam_B_augOn_ap0p2_fn0p005_en0p002_m0p25_s30,./outputs\experiments_final\Mode3_concat_train_raw_wav2vec2_pitch_only_bdrop0p3_aug_aam_B_augOn_ap0p2_fn0p005_en0p002_m0p25_s30,2026-05-05T03:56:20.399253,3,concat,pitch_only,train_raw,wav2vec2,10.429999999999998,0.510599999999999,13,1665.2750173999957,1561.1935999999841,103.20363629996427,120.09181538461416,7.938741253843405,0.0112193310234375,37654.13927156456,9837.3251953125,13420.0,107271745,12227137,409.20923233032227,46.642826080322266,True,estimated_from_precomputed:wav2vec2_base,95044608,0,362.56640625,0.0
Mode3_concat_train_raw_wavlm_fbank_only_bdrop0p3_aug_aam_B_augOn_ap0p2_fn0p005_en0p002_m0p25_s30,./outputs\experiments_final\Mode3_concat_train_raw_wavlm_fbank_only_bdrop0p3_aug_aam_B_augOn_ap0p2_fn0p005_en0p002_m0p25_s30,2026-05-04T22:53:59.157591,3,concat,fbank_only,train_raw,wavlm,9.55,0.4682999999999999,9,1272.1065777999902,1186.7180470999738,84.78085529999225,131.85756078888596,9.420095033332473,0.0112193310234375,26068.25026492931,9913.26513671875,13948.0,107008833,12328257,408.20630264282227,47.028568267822266,True,estimated_from_precomputed:wavlm_base,94680576,0,361.177734375,0.0
Mode3_concat_train_raw_wavlm_fbank_pitch_bdrop0p3_aug_aam_B_augOn_ap0p2_fn0p005_en0p002_m0p25_s30,./outputs\experiments_final\Mode3_concat_train_raw_wavlm_fbank_pitch_bdrop0p3_aug_aam_B_augOn_ap0p2_fn0p005_en0p002_m0p25_s30,2026-05-05T00:15:24.927729,3,concat,fbank_pitch,train_raw,wavlm,10.46,0.4687000000000005,9,1283.048027500001,1194.3595165000006,88.0887825999962,132.70661294444452,9.787642511110688,0.0112193310234375,26068.25026492931,9927.7490234375,13946.0,107010113,12329537,408.21118545532227,47.033451080322266,True,estimated_from_precomputed:wavlm_base,94680576,0,361.177734375,0.0
Mode3_concat_train_raw_wavlm_mfbe_only_bdrop0p3_aug_aam_B_augOn_ap0p2_fn0p005_en0p002_m0p25_s30,./outputs\experiments_final\Mode3_concat_train_raw_wavlm_mfbe_only_bdrop0p3_aug_aam_B_augOn_ap0p2_fn0p005_en0p002_m0p25_s30,2026-05-04T15:36:23.573851,3,concat,mfbe_only,train_raw,wavlm,9.55,0.45029999999999964,10,2448.7731936999917,2318.7713330999977,128.93010530002357,231.87713330999978,12.893010530002357,0.0112193310234375,28964.722516588125,9930.83642578125,13630.0,107008833,12328257,408.20630264282227,47.028568267822266,True,estimated_from_precomputed:wavlm_base,94680576,0,361.177734375,0.0
Mode3_concat_train_raw_wavlm_mfbe_pitch_bdrop0p3_aug_aam_B_augOn_ap0p2_fn0p005_en0p002_m0p25_s30,./outputs\experiments_final\Mode3_concat_train_raw_wavlm_mfbe_pitch_bdrop0p3_aug_aam_B_augOn_ap0p2_fn0p005_en0p002_m0p25_s30,2026-05-04T20:22:26.539498,3,concat,mfbe_pitch,train_raw,wavlm,8.850000000000001,0.465899999999999,9,2393.651761800007,2260.494499399996,132.14013179999893,251.16605548888845,14.682236866666548,0.0112193310234375,26068.25026492931,9931.552734375,13948.0,107010113,12329537,408.21118545532227,47.033451080322266,True,estimated_from_precomputed:wavlm_base,94680576,0,361.177734375,0.0
Mode3_concat_train_raw_wavlm_mfcc_only_bdrop0p3_aug_aam_B_augOn_ap0p2_fn0p005_en0p002_m0p25_s30,./outputs\experiments_final\Mode3_concat_train_raw_wavlm_mfcc_only_bdrop0p3_aug_aam_B_augOn_ap0p2_fn0p005_en0p002_m0p25_s30,2026-05-04T18:03:39.278047,3,concat,mfcc_only,train_raw,wavlm,8.699999999999998,0.4756999999999993,10,1355.362914199999,1268.6187430000136,85.90961859999516,126.86187430000136,8.590961859999515,0.0112193310234375,28964.722516588125,9977.80615234375,13944.0,106957633,12277057,408.01099014282227,46.833255767822266,True,estimated_from_precomputed:wavlm_base,94680576,0,361.177734375,0.0
Mode3_concat_train_raw_wavlm_mfcc_pitch_bdrop0p3_aug_aam_B_augOn_ap0p2_fn0p005_en0p002_m0p25_s30,./outputs\experiments_final\Mode3_concat_train_raw_wavlm_mfcc_pitch_bdrop0p3_aug_aam_B_augOn_ap0p2_fn0p005_en0p002_m0p25_s30,2026-05-04T21:39:27.467479,3,concat,mfcc_pitch,train_raw,wavlm,9.850000000000001,0.45120000000000027,10,1365.7812014000083,1275.8288463999488,89.17206579996855,127.58288463999489,8.917206579996854,0.0112193310234375,28964.722516588125,9911.755859375,13628.0,106958913,12278337,408.01587295532227,46.838138580322266,True,estimated_from_precomputed:wavlm_base,94680576,0,361.177734375,0.0
Mode3_concat_train_raw_wavlm_pitch_only_bdrop0p3_aug_aam_B_augOn_ap0p2_fn0p005_en0p002_m0p25_s30,./outputs\experiments_final\Mode3_concat_train_raw_wavlm_pitch_only_bdrop0p3_aug_aam_B_augOn_ap0p2_fn0p005_en0p002_m0p25_s30,2026-05-04T16:46:20.421572,3,concat,pitch_only,train_raw,wavlm,10.029999999999998,0.457299999999999,11,1409.2192176000099,1321.4667124000116,86.80457980005303,120.13333749091015,7.891325436368458,0.0112193310234375,31861.194768246936,9836.2314453125,13678.0,106907713,12227137,407.82056045532227,46.642826080322266,True,estimated_from_precomputed:wavlm_base,94680576,0,361.177734375,0.0
Mode3_concat_train_vi_3s_hubert_fbank_only_bdrop0p3_aug_aam_B_augOn_ap0p2_fn0p005_en0p002_m0p25_s30,./outputs\experiments_final\Mode3_concat_train_vi_3s_hubert_fbank_only_bdrop0p3_aug_aam_B_augOn_ap0p2_fn0p005_en0p002_m0p25_s30,2026-05-07T19:29:30.860435,3,concat,fbank_only,train_vi_3s,hubert,5.910000000000002,0.2692999999999999,6,6663.931040700001,6016.241627499985,646.8220555000007,1002.7069379166642,107.80367591666679,0.0110495460234375,37118.253776508565,11623.49072265625,15308.0,107008833,12328257,408.20630264282227,47.028568267822266,True,estimated_from_precomputed:hubert_base,94680576,0,361.177734375,0.0
Mode3_concat_train_vi_3s_hubert_fbank_pitch_bdrop0p3_aug_aam_B_augOn_ap0p2_fn0p005_en0p002_m0p25_s30,./outputs\experiments_final\Mode3_concat_train_vi_3s_hubert_fbank_pitch_bdrop0p3_aug_aam_B_augOn_ap0p2_fn0p005_en0p002_m0p25_s30,2026-05-08T06:38:52.675894,3,concat,fbank_pitch,train_vi_3s,hubert,5.879999999999998,0.2794999999999998,4,3045.8879382000014,2612.272043200006,433.17299799996545,653.0680108000015,108.29324949999136,0.0110495460234375,24745.502517672376,11725.236328125,15570.0,107010113,12329537,408.21118545532227,47.033451080322266,True,estimated_from_precomputed:hubert_base,94680576,0,361.177734375,0.0
Mode3_concat_train_vi_3s_hubert_mfbe_only_bdrop0p3_aug_aam_B_augOn_ap0p2_fn0p005_en0p002_m0p25_s30,./outputs\experiments_final\Mode3_concat_train_vi_3s_hubert_mfbe_only_bdrop0p3_aug_aam_B_augOn_ap0p2_fn0p005_en0p002_m0p25_s30,2026-05-06T19:31:35.498148,3,concat,mfbe_only,train_vi_3s,hubert,5.859999999999999,0.30470000000000025,9,4069.9312517999933,2497.464847100011,1571.8553812000027,277.49609412222344,174.65059791111142,0.0110495460234375,55677.380664762844,11631.2666015625,15516.0,107008833,12328257,408.20630264282227,47.028568267822266,True,estimated_from_precomputed:hubert_base,94680576,0,361.177734375,0.0
Mode3_concat_train_vi_3s_hubert_mfbe_pitch_bdrop0p3_aug_aam_B_augOn_ap0p2_fn0p005_en0p002_m0p25_s30,./outputs\experiments_final\Mode3_concat_train_vi_3s_hubert_mfbe_pitch_bdrop0p3_aug_aam_B_augOn_ap0p2_fn0p005_en0p002_m0p25_s30,2026-05-07T09:45:04.028391,3,concat,mfbe_pitch,train_vi_3s,hubert,6.110000000000002,0.285799999999999,13,6599.602729100006,3758.2299563999404,2840.5156438999984,289.09461203076467,218.50120337692294,0.0110495460234375,80422.88318243522,11728.84716796875,16042.0,107010113,12329537,408.21118545532227,47.033451080322266,True,estimated_from_precomputed:hubert_base,94680576,0,361.177734375,0.0
Mode3_concat_train_vi_3s_hubert_mfcc_only_bdrop0p3_aug_aam_B_augOn_ap0p2_fn0p005_en0p002_m0p25_s30,./outputs\experiments_final\Mode3_concat_train_vi_3s_hubert_mfcc_only_bdrop0p3_aug_aam_B_augOn_ap0p2_fn0p005_en0p002_m0p25_s30,2026-05-07T03:27:34.881253,3,concat,mfcc_only,train_vi_3s,hubert,6.210000000000003,0.28709999999999963,8,2604.5336452000192,2389.602927299973,214.45150320001994,298.70036591249664,26.806437900002493,0.0110495460234375,49491.00503534475,11812.826171875,15458.0,106957633,12277057,408.01099014282227,46.833255767822266,True,estimated_from_precomputed:hubert_base,94680576,0,361.177734375,0.0
Mode3_concat_train_vi_3s_hubert_mfcc_pitch_bdrop0p3_aug_aam_B_augOn_ap0p2_fn0p005_en0p002_m0p25_s30,./outputs\experiments_final\Mode3_concat_train_vi_3s_hubert_mfcc_pitch_bdrop0p3_aug_aam_B_augOn_ap0p2_fn0p005_en0p002_m0p25_s30,2026-05-07T14:34:20.276941,3,concat,mfcc_pitch,train_vi_3s,hubert,6.179999999999998,0.29660000000000025,6,2739.1769596000086,1617.8627921000298,1120.689305799955,269.6437986833383,186.78155096665918,0.0110495460234375,37118.253776508565,11602.1005859375,15784.0,106958913,12278337,408.01587295532227,46.838138580322266,True,estimated_from_precomputed:hubert_base,94680576,0,361.177734375,0.0
Mode3_concat_train_vi_3s_hubert_pitch_only_bdrop0p3_aug_aam_B_augOn_ap0p2_fn0p005_en0p002_m0p25_s30,./outputs\experiments_final\Mode3_concat_train_vi_3s_hubert_pitch_only_bdrop0p3_aug_aam_B_augOn_ap0p2_fn0p005_en0p002_m0p25_s30,2026-05-06T22:41:34.421173,3,concat,pitch_only,train_vi_3s,hubert,7.44,0.3695,9,3297.769028399998,3032.853620299982,264.26063079996675,336.98373558888693,29.362292311107417,0.0110495460234375,55677.380664762844,11524.59228515625,14990.0,106907713,12227137,407.82056045532227,46.642826080322266,True,estimated_from_precomputed:hubert_base,94680576,0,361.177734375,0.0
Mode3_concat_train_vi_full_hubert_fbank_only_bdrop0p3_aug_aam_B_augOn_ap0p2_fn0p005_en0p002_m0p25_s30,./outputs\experiments_final\Mode3_concat_train_vi_full_hubert_fbank_only_bdrop0p3_aug_aam_B_augOn_ap0p2_fn0p005_en0p002_m0p25_s30,2026-05-05T21:16:20.172622,3,concat,fbank_only,train_vi_full,hubert,17.720000000000002,0.7446,8,1055.178559099997,951.3532174999964,103.08776900000157,118.91915218749955,12.885971125000196,0.0111596490234375,21423.669254850003,9688.6474609375,13660.0,107008833,12328257,408.20630264282227,47.028568267822266,True,estimated_from_precomputed:hubert_base,94680576,0,361.177734375,0.0
Mode3_concat_train_vi_full_hubert_fbank_pitch_bdrop0p3_aug_aam_B_augOn_ap0p2_fn0p005_en0p002_m0p25_s30,./outputs\experiments_final\Mode3_concat_train_vi_full_hubert_fbank_pitch_bdrop0p3_aug_aam_B_augOn_ap0p2_fn0p005_en0p002_m0p25_s30,2026-05-05T22:11:06.011007,3,concat,fbank_pitch,train_vi_full,hubert,16.769999999999996,0.7253999999999994,8,1036.5115619000062,935.9939032999828,99.75150260000373,116.99923791249785,12.468937825000467,0.0111596490234375,21423.669254850003,9709.37353515625,13660.0,107010113,12329537,408.21118545532227,47.033451080322266,True,estimated_from_precomputed:hubert_base,94680576,0,361.177734375,0.0
Mode3_concat_train_vi_full_hubert_mfbe_only_bdrop0p3_aug_aam_B_augOn_ap0p2_fn0p005_en0p002_m0p25_s30,./outputs\experiments_final\Mode3_concat_train_vi_full_hubert_mfbe_only_bdrop0p3_aug_aam_B_augOn_ap0p2_fn0p005_en0p002_m0p25_s30,2026-05-05T15:25:16.373947,3,concat,mfbe_only,train_vi_full,hubert,16.24,0.7448000000000001,8,1750.974698,1600.7048214999977,149.5469479000003,200.0881026874997,18.693368487500038,0.0111596490234375,21423.669254850003,9686.9912109375,13606.0,107008833,12328257,408.20630264282227,47.028568267822266,True,estimated_from_precomputed:hubert_base,94680576,0,361.177734375,0.0
Mode3_concat_train_vi_full_hubert_mfbe_pitch_bdrop0p3_aug_aam_B_augOn_ap0p2_fn0p005_en0p002_m0p25_s30,./outputs\experiments_final\Mode3_concat_train_vi_full_hubert_mfbe_pitch_bdrop0p3_aug_aam_B_augOn_ap0p2_fn0p005_en0p002_m0p25_s30,2026-05-05T19:12:29.095818,3,concat,mfbe_pitch,train_vi_full,hubert,18.45,0.7381000000000005,8,1794.2603240999997,1642.9597027000018,150.04692270001033,205.36996283750022,18.75586533750129,0.0111596490234375,21423.669254850003,9684.72705078125,13450.0,107010113,12329537,408.21118545532227,47.033451080322266,True,estimated_from_precomputed:hubert_base,94680576,0,361.177734375,0.0
Mode3_concat_train_vi_full_hubert_mfcc_only_bdrop0p3_aug_aam_B_augOn_ap0p2_fn0p005_en0p002_m0p25_s30,./outputs\experiments_final\Mode3_concat_train_vi_full_hubert_mfcc_only_bdrop0p3_aug_aam_B_augOn_ap0p2_fn0p005_en0p002_m0p25_s30,2026-05-05T17:13:47.423532,3,concat,mfcc_only,train_vi_full,hubert,16.01,0.7434999999999994,8,997.903102799999,898.3836828000021,99.05799509999997,112.29796035000027,12.382249387499996,0.0111596490234375,21423.669254850003,9771.6357421875,13452.0,106957633,12277057,408.01099014282227,46.833255767822266,True,estimated_from_precomputed:hubert_base,94680576,0,361.177734375,0.0
Mode3_concat_train_vi_full_hubert_mfcc_pitch_bdrop0p3_aug_aam_B_augOn_ap0p2_fn0p005_en0p002_m0p25_s30,./outputs\experiments_final\Mode3_concat_train_vi_full_hubert_mfcc_pitch_bdrop0p3_aug_aam_B_augOn_ap0p2_fn0p005_en0p002_m0p25_s30,2026-05-05T20:16:58.666562,3,concat,mfcc_pitch,train_vi_full,hubert,18.03,0.7414000000000005,8,1143.5749159000006,1031.7722884000032,111.34182839999994,128.9715360500004,13.917728549999993,0.0111596490234375,21423.669254850003,9661.38330078125,13452.0,106958913,12278337,408.01587295532227,46.838138580322266,True,estimated_from_precomputed:hubert_base,94680576,0,361.177734375,0.0
Mode3_concat_train_vi_full_hubert_pitch_only_bdrop0p3_aug_aam_B_augOn_ap0p2_fn0p005_en0p002_m0p25_s30,./outputs\experiments_final\Mode3_concat_train_vi_full_hubert_pitch_only_bdrop0p3_aug_aam_B_augOn_ap0p2_fn0p005_en0p002_m0p25_s30,2026-05-05T16:17:12.802341,3,concat,pitch_only,train_vi_full,hubert,11.799999999999999,0.6868999999999993,8,937.7542948999999,848.2482857000014,89.07933690000027,106.03103571250017,11.134917112500034,0.0111596490234375,21423.669254850003,9596.59326171875,13450.0,106907713,12227137,407.82056045532227,46.642826080322266,True,estimated_from_precomputed:hubert_base,94680576,0,361.177734375,0.0
Mode3_concat_train_vi_full_wav2vec2_fbank_only_bdrop0p3_aug_aam_B_augOn_ap0p2_fn0p005_en0p002_m0p25_s30,./outputs\experiments_final\Mode3_concat_train_vi_full_wav2vec2_fbank_only_bdrop0p3_aug_aam_B_augOn_ap0p2_fn0p005_en0p002_m0p25_s30,2026-05-06T14:03:36.100194,3,concat,fbank_only,train_vi_full,wav2vec2,17.86,0.7648000000000001,8,1012.772481699998,909.8429116999905,102.16059810003208,113.73036396249881,12.77007476250401,0.0111596490234375,21423.669254850003,9676.875,13660.0,107372865,12328257,409.59497451782227,47.028568267822266,True,estimated_from_precomputed:wav2vec2_base,95044608,0,362.56640625,0.0
Mode3_concat_train_vi_full_wav2vec2_fbank_pitch_bdrop0p3_aug_aam_B_augOn_ap0p2_fn0p005_en0p002_m0p25_s30,./outputs\experiments_final\Mode3_concat_train_vi_full_wav2vec2_fbank_pitch_bdrop0p3_aug_aam_B_augOn_ap0p2_fn0p005_en0p002_m0p25_s30,2026-05-06T15:00:21.879023,3,concat,fbank_pitch,train_vi_full,wav2vec2,17.549999999999997,0.7270000000000001,9,1141.269306400005,1020.6015075999894,120.08263560000341,113.40016751110994,13.342515066667046,0.0111596490234375,24101.62791170625,9694.09423828125,13450.0,107374145,12329537,409.59985733032227,47.033451080322266,True,estimated_from_precomputed:wav2vec2_base,95044608,0,362.56640625,0.0
Mode3_concat_train_vi_full_wav2vec2_mfbe_only_bdrop0p3_aug_aam_B_augOn_ap0p2_fn0p005_en0p002_m0p25_s30,./outputs\experiments_final\Mode3_concat_train_vi_full_wav2vec2_mfbe_only_bdrop0p3_aug_aam_B_augOn_ap0p2_fn0p005_en0p002_m0p25_s30,2026-05-06T08:34:02.923486,3,concat,mfbe_only,train_vi_full,wav2vec2,16.65,0.7370000000000005,8,1618.2332942000066,1473.6837180000148,143.4939791999932,184.21046475000185,17.93674739999915,0.0111596490234375,21423.669254850003,9681.353515625,13660.0,107372865,12328257,409.59497451782227,47.028568267822266,True,estimated_from_precomputed:wav2vec2_base,95044608,0,362.56640625,0.0
Mode3_concat_train_vi_full_wav2vec2_mfbe_pitch_bdrop0p3_aug_aam_B_augOn_ap0p2_fn0p005_en0p002_m0p25_s30,./outputs\experiments_final\Mode3_concat_train_vi_full_wav2vec2_mfbe_pitch_bdrop0p3_aug_aam_B_augOn_ap0p2_fn0p005_en0p002_m0p25_s30,2026-05-06T12:09:12.291015,3,concat,mfbe_pitch,train_vi_full,wav2vec2,17.390000000000004,0.734199999999999,8,1698.828947899994,1553.4425800000026,144.2385471999878,194.18032250000033,18.029818399998476,0.0111596490234375,21423.669254850003,9692.63720703125,13976.0,107374145,12329537,409.59985733032227,47.033451080322266,True,estimated_from_precomputed:wav2vec2_base,95044608,0,362.56640625,0.0
Mode3_concat_train_vi_full_wav2vec2_mfcc_only_bdrop0p3_aug_aam_B_augOn_ap0p2_fn0p005_en0p002_m0p25_s30,./outputs\experiments_final\Mode3_concat_train_vi_full_wav2vec2_mfcc_only_bdrop0p3_aug_aam_B_augOn_ap0p2_fn0p005_en0p002_m0p25_s30,2026-05-06T10:21:45.718600,3,concat,mfcc_only,train_vi_full,wav2vec2,16.34,0.7498000000000001,8,994.4161224000127,894.3446312999731,99.33535360000678,111.79307891249664,12.416919200000848,0.0111596490234375,21423.669254850003,9736.216796875,13136.0,107321665,12277057,409.39966201782227,46.833255767822266,True,estimated_from_precomputed:wav2vec2_base,95044608,0,362.56640625,0.0
Mode3_concat_train_vi_full_wav2vec2_mfcc_pitch_bdrop0p3_aug_aam_B_augOn_ap0p2_fn0p005_en0p002_m0p25_s30,./outputs\experiments_final\Mode3_concat_train_vi_full_wav2vec2_mfcc_pitch_bdrop0p3_aug_aam_B_augOn_ap0p2_fn0p005_en0p002_m0p25_s30,2026-05-06T13:07:11.337027,3,concat,mfcc_pitch,train_vi_full,wav2vec2,18.59,0.7208999999999999,9,1093.7358712999994,985.839744500001,106.90483920002589,109.537749388889,11.878315466669543,0.0111596490234375,24101.62791170625,9662.12255859375,13452.0,107322945,12278337,409.40454483032227,46.838138580322266,True,estimated_from_precomputed:wav2vec2_base,95044608,0,362.56640625,0.0
Mode3_concat_train_vi_full_wav2vec2_pitch_only_bdrop0p3_aug_aam_B_augOn_ap0p2_fn0p005_en0p002_m0p25_s30,./outputs\experiments_final\Mode3_concat_train_vi_full_wav2vec2_pitch_only_bdrop0p3_aug_aam_B_augOn_ap0p2_fn0p005_en0p002_m0p25_s30,2026-05-06T09:24:01.887756,3,concat,pitch_only,train_vi_full,wav2vec2,12.09,0.7200000000000001,8,974.8437754999904,881.928680299985,92.4235632999771,110.24108503749812,11.552945412497138,0.0111596490234375,21423.669254850003,9600.08349609375,13450.0,107271745,12227137,409.20923233032227,46.642826080322266,True,estimated_from_precomputed:wav2vec2_base,95044608,0,362.56640625,0.0
Mode3_concat_train_vi_full_wavlm_fbank_only_bdrop0p3_aug_aam_B_augOn_ap0p2_fn0p005_en0p002_m0p25_s30,./outputs\experiments_final\Mode3_concat_train_vi_full_wavlm_fbank_only_bdrop0p3_aug_aam_B_augOn_ap0p2_fn0p005_en0p002_m0p25_s30,2026-05-06T05:52:23.577111,3,concat,fbank_only,train_vi_full,wavlm,17.110000000000003,0.7291999999999991,9,1326.8680002999972,1194.1490007000175,131.74319149999792,132.68322230000194,14.638132388888657,0.0111596490234375,24101.62791170625,9688.2607421875,13660.0,107008833,12328257,408.20630264282227,47.028568267822266,True,estimated_from_precomputed:wavlm_base,94680576,0,361.177734375,0.0
Mode3_concat_train_vi_full_wavlm_fbank_pitch_bdrop0p3_aug_aam_B_augOn_ap0p2_fn0p005_en0p002_m0p25_s30,./outputs\experiments_final\Mode3_concat_train_vi_full_wavlm_fbank_pitch_bdrop0p3_aug_aam_B_augOn_ap0p2_fn0p005_en0p002_m0p25_s30,2026-05-06T06:53:04.982528,3,concat,fbank_pitch,train_vi_full,wavlm,16.200000000000003,0.7136000000000003,8,1038.962639400008,929.4156744000065,108.82174549999763,116.17695930000082,13.602718187499704,0.0111596490234375,21423.669254850003,9680.56396484375,13450.0,107010113,12329537,408.21118545532227,47.033451080322266,True,estimated_from_precomputed:wavlm_base,94680576,0,361.177734375,0.0
Mode3_concat_train_vi_full_wavlm_mfbe_only_bdrop0p3_aug_aam_B_augOn_ap0p2_fn0p005_en0p002_m0p25_s30,./outputs\experiments_final\Mode3_concat_train_vi_full_wavlm_mfbe_only_bdrop0p3_aug_aam_B_augOn_ap0p2_fn0p005_en0p002_m0p25_s30,2026-05-05T23:53:51.878733,3,concat,mfbe_only,train_vi_full,wavlm,14.080000000000004,0.7142999999999999,8,1766.000407200001,1616.202241699997,148.81368350000412,202.02528021249964,18.601710437500515,0.0111596490234375,21423.669254850003,9683.287109375,13660.0,107008833,12328257,408.20630264282227,47.028568267822266,True,estimated_from_precomputed:wavlm_base,94680576,0,361.177734375,0.0
