exp_name,timestamp,mode,fusion_method,feature_mode,duration,pretrained_model,best_val_eer,best_val_mindcf,epochs_trained,total_train_time_sec,avg_train_epoch_time_sec,avg_val_epoch_time_sec,gflops_per_sample,gflops_total,peak_gpu_memory_allocated_mb,total_params,trainable_params,total_param_memory_mb,trainable_param_memory_mb
Mode3_film_train_raw_wav2vec2_mfcc_pitch,2026-04-21T21:33:30.106309,3,film,mfcc_pitch,train_raw,wav2vec2,9.440000000000001,0.48240000000000016,9,73771.54645190001,4930.452880033327,3266.0812199555544,34.4470648435625,29764744.213506736,2458.59521484375,106125249,11753537,404.83569717407227,44.836185455322266
