TestSet,Experiment,Mode,Fusion,Feature,PTM,EER (%),MinDCF,Used Pairs,Missing Pairs,Runtime Feature Load (s),Runtime Model Load (s),Runtime Embedding (s),Runtime Score (s),Runtime Total (s),GFLOPs/sample,GFLOPs total,Total Samples Accounted,Peak GPU Memory Allocated (MB),Peak GPU Memory Reserved (MB),Total Params,Trainable Params,Param Memory (MB),Trainable Param Memory (MB)
full_length,Mode3_gating_train_vi_3s_hubert_fbank_pitch_bdrop0p3_aug_aam_B_augOn_ap0p2_fn0p005_en0p002_m0p25_s30,3,gating,fbank_pitch,hubert,6.505674948329479,0.791863494328894,9895,0,2.098789300012868,0.1968446000246331,77.82293870003195,0.0004392999690026,80.31241820001742,0.01102887,196.15948182,17786,566.091796875,930.0,12329537,12329537,47.033451080322266,47.033451080322266
full_length,Mode1_PTM_train_vi_7s_wavlm_bdrop0p3_aug_aam_B_augOn_ap0p2_fn0p005_en0p002_m0p25_s30,1,,,wavlm,6.539541106287543,0.6658746359957441,9895,0,0.8025681000144687,0.0207252000109292,8.75050550000742,0.0003926000208593,9.580546600016532,0.000816384,14.520205824,17786,16.86474609375,22.0,397057,397057,1.5146522521972656,1.5146522521972656
full_length,Mode3_film_train_vi_full_wavlm_mfcc_only_bdrop0p3_aug_aam_B_augOn_ap0p2_fn0p005_en0p002_m0p25_s30,3,film,mfcc_only,wavlm,6.573407264245601,0.6216773926422764,9895,0,1.814724700001534,0.1628570999600924,71.01367570000002,0.0006116000004112,73.10696319997078,0.010505094,186.843601884,17786,560.4521484375,922.0,12015937,12015937,45.837162017822266,45.837162017822266
full_length,Mode3_gating_train_vi_full_hubert_pitch_only_bdrop0p3_aug_aam_B_augOn_ap0p2_fn0p005_en0p002_m0p25_s30,3,gating,pitch_only,hubert,6.580119574622834,0.6809036800474897,9895,0,1.4517673999653198,0.1529057999723591,84.91693429998122,0.0003756000078283,86.63125989999389,0.01102887,196.15948182,17786,562.2353515625,926.0,12227137,12227137,46.642826080322266,46.642826080322266
full_length,Mode3_film_train_vi_full_wav2vec2_mfbe_pitch_bdrop0p3_aug_aam_B_augOn_ap0p2_fn0p005_en0p002_m0p25_s30,3,film,mfbe_pitch,wav2vec2,6.613985732580896,0.6893914321940842,9895,0,2.04642149998108,0.1461435999954119,69.97100109996973,0.0003788000321947,72.27041160000954,0.010505094,186.843601884,17786,562.107421875,924.0,12068417,12068417,46.037357330322266,46.037357330322266
full_length,Mode3_film_train_vi_full_wavlm_mfcc_pitch_bdrop0p3_aug_aam_B_augOn_ap0p2_fn0p005_en0p002_m0p25_s30,3,film,mfcc_pitch,wavlm,6.620698042958129,0.6884580203986183,9895,0,1.7708202000358142,0.1428735999506898,71.32838000002084,0.0003973999992012,73.35598910000408,0.010505094,186.843601884,17786,560.47412109375,922.0,12017217,12017217,45.842044830322266,45.842044830322266
full_length,Mode3_film_train_vi_full_hubert_mfcc_pitch_bdrop0p3_aug_aam_B_augOn_ap0p2_fn0p005_en0p002_m0p25_s30,3,film,mfcc_pitch,hubert,6.701854979628714,0.6500746916041905,9895,0,1.7916324000107124,0.1830147999571636,94.92897100001574,0.0004202000563964,97.023896000057,0.010505094,186.843601884,17786,560.47412109375,922.0,12017217,12017217,45.842044830322266,45.842044830322266
full_length,Mode3_film_train_vi_full_hubert_mfbe_pitch_bdrop0p3_aug_aam_B_augOn_ap0p2_fn0p005_en0p002_m0p25_s30,3,film,mfbe_pitch,hubert,6.701854979628714,0.6926079076614419,9895,0,2.2025478000286967,0.1589558999985456,77.29413319996092,0.0004271999932825,79.76656899997033,0.010505094,186.843601884,17786,562.107421875,924.0,12068417,12068417,46.037357330322266,46.037357330322266
full_length,Mode3_concat_train_raw_hubert_mfcc_pitch_bdrop0p3_aug_aam_B_augOn_ap0p2_fn0p005_en0p002_m0p25_s30,3,concat,mfcc_pitch,hubert,6.783011916299301,0.6187359407832634,9895,0,1.769521199981682,0.1514386000053491,71.56334019999485,0.0003732999903149,73.58780879998812,0.011027334,196.132162524,17786,564.45849609375,926.0,12278337,12278337,46.838138580322266,46.838138580322266
full_length,Mode3_film_train_vi_full_wav2vec2_mfcc_pitch_bdrop0p3_aug_aam_B_augOn_ap0p2_fn0p005_en0p002_m0p25_s30,3,film,mfcc_pitch,wav2vec2,6.789724226676533,0.6961822815422887,9895,0,1.744531000033021,0.1432728000218048,78.04362920002313,0.0003629999700933,80.03537439997308,0.010505094,186.843601884,17786,560.47412109375,922.0,12017217,12017217,45.842044830322266,45.842044830322266
