TestSet,Experiment,Mode,Fusion,Feature,PTM,EER (%),MinDCF,Used Pairs,Missing Pairs
full_length,overnight_film_raw_w2v2_mfccpitch_ptmstatic_v1_aam1_s42_ap0p2_fn0p005_en0p002_m0p2_s32,3,film,mfcc_pitch,wav2vec2,4.659506942109591,0.5850164328115298,9895,0
full_length,overnight_film_raw_w2v2_mfccpitch_ptmstatic_v1_top_bal_s3407_ap0p3_fn0p003_en0p002_m0p25_s30,3,film,mfcc_pitch,wav2vec2,4.70008541044488,0.6059103237528962,9895,0
full_length,overnight_film_raw_w2v2_mfccpitch_ptmstatic_v1_top_full_s42_ap0p2_fn0p005_en0p002_m0p25_s30,3,film,mfcc_pitch,wav2vec2,4.706797720822113,0.589264013553268,9895,0
full_length,overnight_film_raw_w2v2_mfccpitch_ptmstatic_v1_near1_s42_ap0p25_fn0p004_en0p002_m0p25_s30,3,film,mfcc_pitch,wav2vec2,4.862399283786052,0.5853817405619051,9895,0
full_length,overnight_film_raw_w2v2_mfccpitch_ptmstatic_v1_top_full_s3407_ap0p2_fn0p005_en0p002_m0p25_s30,3,film,mfcc_pitch,wav2vec2,4.862399283786052,0.594260266624164,9895,0
full_length,overnight_film_raw_w2v2_mfccpitch_ptmstatic_v1_near2_s42_ap0p3_fn0p005_en0p001_m0p25_s30,3,film,mfcc_pitch,wav2vec2,4.869111594163285,0.6086309224887865,9895,0
full_length,overnight_film_raw_w2v2_mfccpitch_ptmstatic_v1_aam2_s42_ap0p3_fn0p003_en0p002_m0p2_s32,3,film,mfcc_pitch,wav2vec2,5.105870093797814,0.5867855629235469,9895,0
full_length,overnight_film_raw_w2v2_mfccpitch_ptmstatic_v1_top_bal_s42_ap0p3_fn0p003_en0p002_m0p25_s30,3,film,mfcc_pitch,wav2vec2,5.193739340845633,0.5750813353095947,9895,0
