exp_name,timestamp,mode,fusion_method,feature_mode,duration,pretrained_model,best_val_eer,best_val_mindcf,epochs_trained,total_train_time_sec,total_train_loop_time_sec,total_val_time_sec,avg_train_epoch_time_sec,avg_val_epoch_time_sec,gflops_per_sample,gflops_total,peak_gpu_memory_allocated_mb,peak_gpu_memory_reserved_mb,total_params,trainable_params,total_param_memory_mb,trainable_param_memory_mb,includes_pretrained_backbone_params,pretrained_backbone_param_source,pretrained_backbone_params,pretrained_backbone_trainable_params,pretrained_backbone_param_memory_mb,pretrained_backbone_trainable_param_memory_mb
Mode3_film_train_raw_wavlm_pitch_only_bdrop0p3_aug_aam_B_augOn_ap0p2_fn0p005_en0p002_m0p25_s30,2026-05-04T16:22:27.222620,3,film,pitch_only,train_raw,wavlm,9.51,0.4831000000000009,10,1281.072304900008,1201.433521700019,78.89051040001505,120.14335217000189,7.889051040001505,0.0106970910234375,27616.465953388128,9826.970703125,13410.0,106646593,11966017,406.82446670532227,45.646732330322266,True,estimated_from_precomputed:wavlm_base,94680576,0,361.177734375,0.0
